,title,price,condition,description
380,3000W Bluetooth Speaker Rechargable Suvwoofer Party System FM Karaok DJ LED AUX,42.99,New,"3000W Bluetooth Speaker Rechargable Suvwoofer Party System FM Karaok DJ LED AUX Feature: 1.Colorful RGB Lights: Our Bluetooth karaoke speaker comes with two large disc-like RGB lights that change color and shape as music plays. It will arouse kids' interest and distract their attention from videos & games. Dynamic lights also let you feel energized and relaxed. 2.8 Inch Subwoofer: Adults will love this powerful sound system that consists of double 8.5"" subwoofer. They can deliver deep bass even if the volume is turned up. The midrange and treble can remain loud and clear. It fits for gatherings of up to 200 people. 3.Stable Bluetooth 5.0 Connection: It allows you to stream your favorite music directly from a smartphone, iPod, tablet or any other suitable BT device within 10M/32 feet, without cables. 4.Additional Audio Source: When the Bluetooth device is not available, you can insert a U disk or micro SD card, or connect to a 3.5mm audio device such as an MP3/MP4/5 player to play your favorite music. It also has FM & TWS pairing function. 5.Long Battery Life & Rechargeable Battery: Equipped with 3000mAh rechargeable battery, the speaker can keep running for 3-5 hours in events such as outdoor live performances, BBQ, advertising activities, street speeches, school events, karaoke, Bon festival dance, etc. 6.Portable Speaker: The speaker has a heavy-duty top handle. You can carry this speaker to your friend or relative's space and enjoy some karaoke time together. 7.External Microphone Included: The powerful Bluetooth party speaker comes with a wired mic that allows you to adjust sound effect and enjoy Karaoke with your friends and family. SPECIFICATIONS: Audio inputs：MemoryCard/BT/FM/AUX/USB Speaker Size : 8 Binch speaker Output Power：25W BT Distance：10m Power Supply: 110V-240V, 50-60Hz FM Frequency：B7.5Hz-108MHz Battery Capacity：2400mAh Sensitivity: 85dB±2 S/N Ratio：≥95dB THD：≤0.5% Play Time： 2 Hours Charging Time ：< 4 Hours @Available Colors：Black Product Dimensions: 10.04""x8.27""x16.54"" Net 7Lb Weight: 7lbs PACKAGE INCLUDES: 1 x Charge 1 x Manual 1 x Microphone 1 x Remote 1 x Speaker PAYMENT SHIPPING Return and Refund Policy FEEDBACK Help - Customer Support - Contac We accept payment via PayPal. Use PayPal at checkout to pay with credit or debit. Immediate payment is required. Shipping will be arranged within 1 business day once payment is cleared. Brand Unbranded Warranty Yes Color Black Model Does not apply Type Portable Speaker System Year Manufactured 2024 Connectivity Bluetooth, USB, Wired, Wireless Features Bluetooth, Remote Control, With LED Lights, USB, Micro SD, FM Radio, Microphone Audio Inputs USB Compatible Brand Universal Compatible Model Universal RMS Power 50-500W MPN Does not apply Shape Cube Item Width 20cm Item Length 25cm Item Height 36cm Battery Capacity 2000 mAh Material ABS Manufacturer Color Black Item Weight 6.4 lbs System Configuration 1 + Subwoofer Smart Home Compatibility Bluetooth"
381,5pcs Rapid One-handed Tourniquet Outdoor First Aid Kit Effective Life Saving,21.49,New,"5pcs Rapid One-handed Tourniquet Outdoor First Aid Kit Effective Life Saving Features: Color: Black Size: 96*3.8cm Package including: 5 Tourniquets 【Life Saving Device】Our tourniquets advanced hemostatic technology, suitable for various body parts and sizes. The adjustable design ensures quick control of bleeding, providing crucial support in emergencies. 【Versatile and Multipurpose】Besides hemostasis, this tourniquet can also be used for binding and securing objects, such as damaged luggage or tent poles. With its various functions, it is an essential tool for any outdoor enthusiast or survivalist. 【Wide Range of Applications】This Tourniquet is suitable for various scenarios, including outdoor activities, military training, sports competitions, and more. Whether you are a professional or a regular consumer, you can benefit from it. Ensure you can respond quickly and effectively to unexpected injuries, providing comprehensive first aid support for you and your team. 【Rapid Using】One handed design for self using includes windlass and pre-marked time stamp 【Durable & Lightweight】Perfect for home or car emergency kits, hiking or hunting packs, and more! 【Adjustable Size】 It suits for most of people hands and robust thigh. Necessary life-saving tool during outdoor activities, emergencies, and survival situations."
382,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240508095109,272.17,New,variation group level description
383,T8 Led Bulbs 4 Foot Double Pin 72W 7200Lm Duel-end Powered Rotatable Base 12PCS,119.99,New,"T8 LED Bulbs 4 Foot, 6500K Cool White,2 Bi-Pin G13 Base Type B Tube Lights, 72W 4FT LED Light Bulb Fluorescent Replacement, Ballast Bypass, Double Ended Power, NO RF FM Driver 【Wide Application】T8 LED Bulb 4 Foot fitted to replace traditional T8 T10 T12 fluorescent bulbs. Widely used in Garage,supermarkets, offices , convenience stores , gas stations , warehouse,parking lot，shops, hotels，Refrigerator,coolers or freezers illumination,etc G13 T8 LED Tube Specification: Power: 72W (Replace fluorescent bulb light) Lumen: 7200lm LED Chip: SMD 2835 Length: 4FT/48Inch/48""/1.2Meter Cover: Clear Color Temperature: Cold White 6500K Voltage: AC85-277V NO RF & FM Interference Shape: V Beam Angle: 270 Degrees Material: Aluminium+PC Cover Warranty: 3 Years Lifespan: 50000 hrs + Safe & Long Lasing Package include: 12/25/50 Pcs T8 4FT G13 Bi-Pin Led Tube Light FAST DELIVERY - Ship within 1 Working day from NJ or LA Warehouse via FedEx , 3-7 Days Delivered Your Door ,No Importing Duty. ENERGY SAVING - 8Ft LED Shop Light Fixture is Made of High Quality LED Chip,Plastic Clear Cover,Aluminum Bracket Housing and Constant Current Driver.It can work well in -68F to 120F temperature conditions. Save up to 50% on your electricity bill when replacing fluorescent tubes. EASY INSTALLATION - The integrated tube fixture can be installed on wall or ceiling ,Easily replace traditional fluorescent tube bulb. 3 Years WARRANTY - For any Questions or Enquiries,we will reply you Within 24 Hours. Replacement or Refund is supported. VIP Price List and More Discounts - Buy in Bulk, Please do not hesitate to contact us, as a 10years+ Professional Manufacturer of LED tube lights,we provide supportive prices and services for retailers and wholesalers in a long-term."
384,2PCS DS18 RCA Splitter 1 Female to 2 Male Y Connector Car Home Audio Cable,10.99,New,Products Specifications: Super Flex Stranded Cable Durable Coating and Molded Ends 1 Female to 2 Male Ends Packing Include： 2 pieces Brand new female to male RCA splitter. These are ultra flexible splitters with noise rejection. They have one female end that splits into two male ends. These high quality RCA splitters can be used in car audio and home audio applications! They are super flexible cables with durable molded end connectors. You will receive two (2) interconnect splitters with this purchase. Payment Delivery details Terms of sales About us Contact us We accept a variety of payment methods
385,Aerodynamic Granite Shirt,100.00,New,Qui laboriosam non. Dolores architecto accusamus. Omnis quo atque. Cumque dolor fugiat. Porro accusamus nisi.
386,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240508093614,272.17,New,variation group level description
387,7 Pin Round RV Style Trailer Plug Connector Replacement 7 Way Plug Waterproof US,9.17,New,"7 Pin Round RV Style Trailer Plug Connector Replacement 7 Way Plug Waterproof US Feature： 【 Waterproof Sealed】 Different from normal 7way plug, Upgraded 7 pole trailer plug equips with detachable compression nut and rubber grommet on the end to keep out moisture, protects the terminals from water and dust. Size of the wire inlet is 3/4'' NPT 【 Sturdy 7 Way Trailer Plug】 This male-end 7 pin trailer adapter plug provides a secure connection between your trailer and tow vehicle, 7 pin plug comes ready to splice into your existing trailer wiring to connect taillights, brake lights, reverse lights, turn signals, trailer brakes and auxiliary power 【 Good Strain Relief.】 All the terminals inside the trailer 7 way plug are tightly keep in place by screw strain relief clamp, which keeps trailer wires from pulling out of the connector, offer reliable connection 【 Durable Construction.】 7 blade trailer plug made from heavy duty grey plastic for long-lasting use, brass terminals ensure great conductivity. 7 way rv connector comes with 2 handle hooks on either side for a better grip to make plugging in easier and faster 【 Easy Installation】 Installation just requires you to loosen the screws on the end and body of the plug to pull out the terminals end, splices the trailer light wiring into each terminals according to color and then assemble the plug Package List: 1 x 7 Pin RV Blade Trailer Adapter PAYMENT SHIPPING Return and Refund Policy FEEDBACK Help - Customer Support - Contac We accept payment via PayPal. Use PayPal at checkout to pay with credit or debit. Immediate payment is required. Shipping will be arranged within 1 business day once payment is cleared."
388,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240509090434,272.17,New,variation group level description
389,TItle1414,57.70,New,!listing Description!!
390,Modern Gold Cabinet Handles T Bar Pulls Kitchen Drawer Hardware Stainless Steel,7.89,New,"For any quality problem, please contact us through message. We 100% promise to refund or send replacement. Product Features: 100% stainless steel material European style kitchen cabinet handle Perfect brushed brass finish, made of great-excellent quality stainless steel, beautiful addition to your home. Our brass pulls are hollow construction, but very sturdy and durable after installation, they don’t flex and would be fine for kitchen duty. Laser edging design Comes with M4*25mm screw and M4*40mm screw, easy to install and fits most standard cabinets Handles dimensions: Diameter of each handle 5"" (12mm) Specification: Total Bar Length 2 inch Center to center Hole Total Bar Length 4 inch - Distance Between Screws 2-1/2 inch (64mm) Total Bar Length 5 inch - Distance Between Screws 3 inch (76mm) Total Bar Length 6 inch - Distance Between Screws 3-3/4 inch (96mm) Total Bar Length 8 inch - Distance Between Screws 5 inch (128mm) Total Bar Length 10 inch - Distance Between Screws 6-1/4 inch (160mm)"
391,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240513091112,272.17,New,variation group level description
392,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240513090627,272.17,New,variation group level description
393,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240513093408,272.17,New,variation group level description
394,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240508091159,272.17,New,variation group level description
395,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240513092832,272.17,New,variation group level description
396,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240508094334,272.17,New,variation group level description
397,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240508093717,272.17,New,variation group level description
398,Hikvision 4K PTZ CCTV SystemAuto Tracking 8MP 25X IR Dome Camera 2-Way Aduio lot,1043.10,New,"⭐The camera is Hikvision compatible,can plug and play with this Hikvision NVR. It's easy to set up, and you can DIY this system, add other hikvision camera to this system. 💥Phone App：Hik-connect, AC18Pro/Videolink(camera) PC Client：iVMS-4200, LMS(camera) Search Tool：SADP, AjDevTool(camera) 4K Resolution & F1.6 Lens This IP camera has an ultra-high-definition 8MP video resolution,it adopts 8MP 1/2.8”Progressive Scan CMOS and F1.6 Lens to streaming super HD video Smart IR Night Vision Camera has a very good night image quality. The camera night vision range is up to 60 meters in the dark, good reassurance in terms of preventing security threat. Infrared Cut Filter to ensure the highest quality images in day and night. Human&Vehicle Detection The camera can tell people and vehicles from other objects. It can filters out objects that are not targets, such as small and large animals, to avoid triggering false alarms. Reducing 99% of false alerts caused wind, rain, leaves, animals, etc Human Auto Tracking Powerful 25x optical zoom，4.4 mm to 110 mm This IP security camera includes an unique zoom lens, that enables remote customization of your viewing area (and focus). Focus on a small area in astonishing detail thanks to the 40X optical zoom or survey a larger scene for maximum coverage. Pan: 0° to 360° Tilt: 0° to 90° This camera supports automatic flipping, no blind spot for surveillance, continuous rotation of 360° in horizontal direction, 0-90° in vertical direction. Audio Recording,Two-Way Talk(if you view the camera alone via web page) Built-in waterproof microphone and speaker,designed for optimal noise cancellation and echo reduction, high quality audio performance. It can make preview and playback with sounds. Please note: When this camera is plug and play to Hikvision NVR, the speaker function will not work, but the microphone function can work normally. However, when you use this camera alone, the two-way audio function can work normally if you visit it alone through the web page. Smart Motion Detection & Instant Alerts When detecting a moving object in the monitoring area, this camera starts recording and send message to your mobile phone or email at the same time, reminding you to take protective measures in time. Plug & Play with Hikvision NVR This camera with Hikvision private protocol and On-vif protocol, can be play and plug with Hikvision NVR and other third party NVR. Water and Dust Resistant (IP66) The camera passes a series of strict test on dust and soak.The camera case is made of high-quality metal, it could protect your camera from violent destruction and rain ourdoors. It has dust-proof function, and the enclosure can works normal after soaking in 1m deep water for 30 minutes. Camera's Working Environment: Temperature: -20°C to 60°C (-4°F to 140°F), humidity: ≤ 90% High Efficiency Video Coding (H.265+) Remote Access Anytime, Anywhere Easy remote viewing on iPhone, iPad, Android devices and PC. You can access the camera through a free Phone APP for remotely view from anywhere. PTZ-4825X-IS2 Hikvision Compatible 8MP 25x Zoom 4K PTZ Network Camera > 1/2.8” Progressive Scan CMOS > 3840 x 2160@20fps > HD 4.4-110 mm Motorized lens > Color: 0.1 Lux @(F1.65-3.8) > B/W:0.01 Lux @(F1.65-3.8)),0 Lux with IR > 265+,265,H.264 > Support PoE > BLC/3D DNR/HLC/WDR > IP66 > Support Human Detection & Vehicle Detection > Support Human Auto Tracking DS-7608NI-K2/8P Hikvision Original 8-ch 1U 8 POE 4K NVR > Up to 8 channel IP cameras can be connected > Supports decoding H.265+/H.265/H.264+/H.264 video formats > Up to 4K high-definition live view, storage and playback > Up to 8-ch @ 1080p decoding capacity > Up to 80 Mbps high incoming bandwidth ensures IP cameras can be connected > 1 HDMI and 1 VGA interfaces: both interfaces support independent video output > 2 HDDs for continuous video recording > Plug & Play with 8 Power-over-Ethernet (PoE) interfaces Camera Image Sensor 1/2.8”Progressive Scan CMOS Min. Illumination Color: 0.1 Lux @(F1.65-3.8) B/W:0.01 Lux @(F1.65-3.8 ) 0 Lux with IR White Balance Auto/Manual Shutter Speed 1/10 s to 1/10,000 s Day & Night IR Cut Filter Digital Noise Reduction 2D/3D DNR WDR Support Privacy Mask 4 programmable privacy masks Lens Focal Length 4.4-110mm lens,25 × optical zoom Field of View Horizontal field of view: 66.42° to 3.3° Vertical field of view: 54.26° to 2.664° PTZ Movement Range (Pan) 0° to 360° Movement Range (Tilt) 0° to 90° Pan Speed Configurable, from 0.5°/s to 20°/s. Preset speed: 20°/s Tilt Speed Configurable, from 0.5°/s to 20°/s. Preset speed: 20°/s Preset Points 220 Guard Tours 3 groups （Preset 98、97、96） Guard Points Max. 16 points Proportional Zoom Yes Power-off Memory Yes Tracking human auto tracking Compression Standard Video Compression Main stream: H.265+,H.265,H.264 Sub-stream: H.265+,H.265,H.264 H.265 Type Baseline profile/Main profile/High profile H.265+ Yes Event Basic Event Motion Detection Intelligent detection Human Detection / Vehicle Detection IR IR Distance 50 m IR LED 6PCS Image Max. Resolution 3840 x 2160 Main Stream 20fps@8MP(3840 x 2160) 30fps@ (3072 x2048,2592 x1944,2560 x 1440,2304x1296,1920 x 1080) Sub-Stream 30fps@720 x480 /VGA/640x360/480 x360 /CIF Image Enhancement BLC/3D DNR/HLC/WDR Network Network Storage Support Local storage and NFS,NVR,APP Cloud Storage Protocols TCP/IP/IPv4/IPv6/HTTP/RTSP/NFS/DHCP/NTP/SMTP/FTP/SSL General Fuction Privacy Masks, Horizon/Vertical Flip,Password Reset,Upgrade API O-N-V-I-F (Profile S, Profile G, Profile T) Simultaneous Live View Up to 20 channels User/Host 3 levels: Administrators, Operators and Users Client AjDevTool,SADP, Danale App,LMS,iVMS-4200 Web Browser IE 8+ ,Chrome 57.0+, Firefox 52.0+ Interface Network Interface 1 RJ45 10 M/100 M Ethernet, PoE Power 12V DC Audio built-in microphone RS485 N/A SD Card slot N/A General Web Client Language 7 languages: Chinese, English, Russian, German, Italian,Turkish, 한국어 Power 12V DC ≤ 3A , 20W MAX/POE(802.3at) Working Environment Temperature: -20°C to 60°C (-4°F to 140°F), humidity: ≤ 90% Protection Level IP66 Material Metal Dimension Package: 185 x 190 x 285 mm (7.3'' x 7.5'' x 11'') Weight With Package : Approx. 1.96 kg (2.7 lb.) Video And Audio IP Video Input 8-ch Incoming Bandwidth 80 Mbps Outgoing Bandwidth 160 Mbps HDMI Output 4K (3840 × 2160)/30 Hz, 2K (2560 × 1440)/60 Hz, 1920 × 1080/60 Hz, 1600 × 1200/60 Hz, 1280 × 1024/60 Hz, 1280 × 720/60 Hz VGA Output 1920 × 1080/60 Hz, 1280 × 1024/60 Hz, 1280 × 720/60 Hz Video Output Mode HDMI/VGA independent output Audio Input 1-ch, RCA (2.0 Vp-p, 1 KΩ) Audio Output 1-ch, RCA (Linear, 1 KΩ) Two-Way Audio 1-ch, RCA (2.0 Vp-p, 1kΩ, using the audio input) Decoding Decoding Format H.265/H.265+/H.264/H.264+ Recording Resolution 12 MP/8 MP/6 MP/5 MP/4 MP/3 MP/1080p/UXGA/720p/VGA/4CIF/DCIF/2CIF/CIF/QCIF Synchronous Playback 8-ch Decoding Capability 1-ch@12 MP (30 fps)/2-ch@8 MP (30 fps)/4-ch@4 MP (30 fps)/8-ch@1080p (30 fps) Stream Type Video, Video & Audio Audio Compression G.711ulaw/G.711alaw/G.722/G.726 Network Remote Connection 128-ch Network Protocol TCP/IP, DHCP, IPv4, IPv6, DNS, DDNS, NTP, RTSP, SADP, SMTP, SNMP, NFS, iSCSI, ISUP, UPnP™, HTTP, HTTPS Network Interface 1 RJ-45 10/100/1000 Mbps self-adaptive Ethernet interface PoE Interface 8, RJ-45 10/100 Mbps self-adaptive Ethernet interface Power ≤ 120 W Standard IEEE 802.3 af/at Auxiliary Interface SATA 2 SATA interfaces Capacity Up to 10 TB capacity for each HDD USB Interface Front panel: 1 × USB 2.0; Rear panel: 1 × USB 2.0 Alarm In/Out 4/1 General Power Supply 48VDC，2.5A Consumption ≤ 15 W (without HDD and PoE off) Working Temperature -10 °C to 55 °C (14 °F to 131 °F) Working Humidity 10 to 90 % Dimension (W × D × H) 385 × 315 × 52 mm (15.2"" × 12.4"" × 2.0"") ≤ 3 kg (without HDD, 6.6 lb.) Certification FCC Part 15 Subpart B, ANSI C63.4-2014 CE EN 55032: 2015, EN 61000-3-2, EN 61000-3-3, EN 50130-4, EN 55035: 2017 1. All payments must be prepaid. 2. Please make sure that your Recipient Information includes your Phone Number. And please make sure the Address and Post Code is correct, if you want to change your shipping address, please email us in time. We are not responsible for wrong or undeliverable address. 3. Your patience for International Shipping Order will be highly appreciated. 1.We have always been trying to provide the best service and reliable products for every customer, however, accident may happen sometimes, please contact us to resolve any issue before leaving a negative feedback. 2.We greatly appreciate your POSITIVE Feedback. Please do NOT leave negative feedback without asking for help. If you have any question , you can send message to us , we will try our best effort to solve it"
